id,dialect_region,token,gloss_ar,source,filename,source_url
317,Latakian,مشبوح شبح,ملقى بإهمال,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
318,Latakian,ملحوش لحش,ملقى بإهمال,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
319,Latakian,مصرات, نقود,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
320,Latakian,ناجس,بشكل نهائي,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
321,Latakian,نسفئون,  نتناولهم,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
322,Latakian,هفاه هفي,أزاله تماماً,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
323,Latakian,واح,واحد,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
324,Latakian,ولا,أيّها ,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
325,Latakian,يا حيفات,وا أسفاه,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
326,Latakian,يبريني عن ديني,أقْسِم,website,,https://ar.wikipedia.org/wiki/%D9%84%D9%87%D8%AC%D8%A9_%D8%B3%D8%A7%D8%AD%D9%84%D9%8A%D8%A9
327,Latakian,يبلفوهم,يحتالون عليهم,website,,https://ar.wikipedia.org/wiki/%D9%84%D9%87%D8%AC%D8%A9_%D8%B3%D8%A7%D8%AD%D9%84%D9%8A%D8%A9
328,Latakian,يعركس,يعرقل,website,,https://ar.wikipedia.org/wiki/%D9%84%D9%87%D8%AC%D8%A9_%D8%B3%D8%A7%D8%AD%D9%84%D9%8A%D8%A9
329,Latakian,يكحشوهن,يطردوهن,website,,https://ar.wikipedia.org/wiki/%D9%84%D9%87%D8%AC%D8%A9_%D8%B3%D8%A7%D8%AD%D9%84%D9%8A%D8%A9
330,Latakian,ينبّز,يظهر,website,,https://ar.wikipedia.org/wiki/%D9%84%D9%87%D8%AC%D8%A9_%D8%B3%D8%A7%D8%AD%D9%84%D9%8A%D8%A9
331,Latakian,خوزائونا,ألحقوا الضرر بنا,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
332,Latakian,أخسكر,أمزح,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
333,Latakian,الغربتلية,الغرباء,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
334,Latakian,انكمشوا,ألقي القبض عليهم,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
335,Latakian,بلاد الإكرك,اليونان,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
336,Latakian,صرماية,حذاء,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
337,Latakian,درخوشة,ثغرة,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
338,Latakian,حرمباية,الحرباء,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
339,Latakian,زراطة,عديم النفع,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
340,Latakian,رديء,عديم النفع,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
341,Latakian,سرتفيكا,شهادة المدرسة الابتدائية,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
342,Latakian,شطحطو,رميته أرضاً,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
343,Latakian,شلفون,دجاجة ضغيرة,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
344,Latakian,عاللسي,بهدوء,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
345,Latakian,مزعوج,منزعج أو متضايق,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
346,Latakian,ميتور,دراجة نارية,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
347,Latakian,والحشا,نوع من القسم,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
348,Latakian,يكحش,يطرد,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
349,Latakian,ظراطة,عديم القيمة,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
350,Latakian,مجازي,مزاجي,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
351,Latakian,انكمشوا,  ألقي القبض عليهم,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
352,Latakian,درخوشة,مخرج,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
353,Latakian,مزعوج,منزعج,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
354,Latakian,مصاري, نقود,website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
355,Latakian,نطرقن,نتناولهم(للأطعمة و المأكولات),website,,https://de3adai3a.wordpress.com/%D9%85%D9%81%D8%B1%D8%AF%D8%A7%D8%AA-%D9%86%D8%AD%D8%A8%D9%87%D8%A7/
